continent,country,covid_confirmed_cases,covid_deaths,covid_fatality_rate,age dependency ratio (% of working-age population),"age dependency ratio, old","age dependency ratio, young","age population, age 0, female, interpolated",diabetes prevalence (% of population ages 20 to 79),"gni per capita, atlas method (current us$)","immunization, dpt (% of children ages 12-23 months)","immunization, hepb3 (% of one-year-old children)","immunization, hib3 (% of children ages 12-23 months)","immunization, measles (% of children ages 12-23 months)","immunization, pol3 (% of one-year-old children)",Immunization_average,improved sanitation facilities (% of population with access),"improved sanitation facilities, rural (% of rural population with access)","improved sanitation facilities, urban (% of urban population with access)",improved water source (% of population with access),"improved water source, rural (% of rural population with access)","improved water source, urban (% of urban population with access)",lifetime risk of maternal death (%),lifetime risk of maternal death (1 in: rate varies by country),maternal leave benefits (% of wages paid in covered period),"maternal mortality ratio (modeled estimate, per 100,000 live births)",number of under-five deaths,number of weeks of maternity leave,people practicing open defecation (% of population),"people practicing open defecation, rural (% of rural population)","people practicing open defecation, urban (% of urban population)","population ages 00-04, female (% of female population)","population ages 00-04, male (% of male population)",population ages 00-14 (% of total),"population ages 00-14, female (% of total)","population ages 00-14, male (% of total)","population ages 00-14, total","population ages 0-14, female","population ages 0-14, male","population ages 05-09, female (% of female population)","population ages 05-09, male (% of male population)","population ages 10-14, female (% of female population)","population ages 15-19, female (% of female population)","population ages 15-19, male (% of male population)",population ages 15-64 (% of total),"population ages 15-64, female","population ages 15-64, female (% of total)","population ages 15-64, male","population ages 15-64, male (% of total)","population ages 15-64, total","population ages 20-24, female (% of female population)","population ages 20-24, male (% of male population)","population ages 25-29, female (% of female population)","population ages 25-29, male (% of male population)","population ages 30-34, female (% of female population)","population ages 30-34, male (% of male population)","population ages 35-39, female (% of female population)","population ages 35-39, male (% of male population)","population ages 40-44, female (% of female population)","population ages 40-44, male (% of male population)","population ages 45-49, female (% of female population)","population ages 45-49, male (% of male population)","population ages 50-54, female (% of female population)","population ages 50-54, male (% of male population)","population ages 55-59, female (% of female population)","population ages 55-59, male (% of male population)","population ages 60-64, female (% of female population)","population ages 60-64, male (% of male population)",population ages 65 and above (% of total),"population ages 65 and above, female","population ages 65 and above, female (% of total)","population ages 65 and above, male","population ages 65 and above, male (% of total)","population ages 65 and above, total","population ages 65-69, female (% of female population)","population ages 65-69, male (% of male population)","population ages 70-74, female (% of female population)","population ages 70-74, male (% of male population)","population ages 75-79, female (% of female population)","population ages 75-79, male (% of male population)","population ages 80 and older, female (% of female population)","population ages 80 and older, male (% of male population)","population ages10-14, male (% of male population)",population growth (annual %),"population, total",rural population (% of total population),rural population growth (annual %),urban population (% of total),urban population growth (annual %),fat_animal products,fat_animal fats,fat_cereals - excluding beer,fat_eggs,"fat_fish, seafood",fat_fruits - excluding wine,fat_meat,fat_miscellaneous,fat_milk - excluding butter,fat_offals,fat_oilcrops,fat_pulses,fat_spices,fat_starchy roots,fat_stimulants,fat_treenuts,fat_vegetal products,fat_vegetable oils,fat_vegetables,obesity,undernourished,population,kcal_alcoholic beverages,kcal_animal products,kcal_animal fats,kcal_cereals - excluding beer,kcal_eggs,"kcal_fish, seafood",kcal_fruits - excluding wine,kcal_meat,kcal_milk - excluding butter,kcal_miscellaneous,kcal_offals,kcal_oilcrops,kcal_pulses,kcal_spices,kcal_starchy roots,kcal_stimulants,kcal_sugar & sweeteners,kcal_treenuts,kcal_vegetal products,kcal_vegetable oils,kcal_vegetables,protein_alcoholic beverages,protein_animal products,protein_animal fats,protein_cereals - excluding beer,protein_eggs,"protein_fish, seafood",protein_fruits - excluding wine,protein_meat,protein_milk - excluding butter,protein_offals,protein_oilcrops,protein_pulses,protein_spices,protein_starchy roots,protein_stimulants,protein_sugar & sweeteners,protein_treenuts,protein_vegetal products,protein_vegetable oils,protein_vegetables,protein_miscellaneous,gni_category
europe,montenegro,170034,2411,0.003873789,47.71037386,20.15511787,27.55525599,3326,10.5,7240,89,82,89,64,89,82.6,95.9,92.2,98,99.7,99.2,100,0.01204346,8300,100,7,33,45,0.1,0.2,0,5.614556022,6.144348034,18.6549288,17.77742679,19.55331473,116106,55973,60133,6.040686104,6.668908933,6.122184667,6.502827179,7.123938023,67.70004203,210058,66.71605016,211299,68.70745219,421357,6.557159554,7.194763446,6.391951227,6.908874523,7.272641122,7.660141457,6.924850744,6.963206354,6.699624096,6.612636679,6.308873235,6.339360501,6.889155637,6.902729851,6.41564267,6.521113414,6.753324699,6.480687944,13.64502917,48823,15.50652304,36102,11.73923308,84925,4.828947784,4.079091624,3.656379316,2.697834165,3.647218625,2.699451184,3.373977319,2.262856108,6.74005776,0.092911264,622388,35.974,-0.444748212,64.026,0.396277128,32.7855,3.8887,3.7312,1.1566,0.3473,0.3688,14.7778,0.1003,12.5363,0.0752,0.5837,0.0788,0.043,0.0251,2.5531,0.8415,17.2163,8.6332,0.2578,24.9,2.5,622000,1.4078,17.6268,1.3935,16.1184,0.6608,0.3591,2.3416,6.9674,8.1023,0.3448,0.1437,0.2729,0.6177,0.0431,0.7039,1.2355,4.7694,0.3591,32.3804,3.0599,1.0918,0.1588,30.3005,0.0882,13.7184,1.5576,1.6591,0.9134,11.5386,14.9495,0.5074,0.3221,1.2399,0.0529,0.5074,0.8207,0.0044,0.2647,19.6973,0.0176,1.3502,0.3309,mid_gni
africa,morocco,963092,14849,0.000431939,50.12828426,9.260271202,40.86801305,343753,8.1,3040,99,99,99,99,99,99,76.7,65.5,84.1,85.4,65.3,98.7,0.311359167,320,67,121,19759,98,9.1,22.8,0,9.574242878,10.33559194,27.22206096,26.21407437,28.25371953,9358267,4558168,4800099,8.648209334,9.311521676,7.991622157,8.346781593,8.97055929,66.60970016,11696534,67.26689585,11202223,65.93707061,22898757,8.796861466,9.273774308,8.587375139,8.607376988,8.435450681,7.926152657,7.300914232,6.555104447,6.495738185,5.649408944,5.886562343,5.375677251,5.355640508,5.426444606,4.609602107,4.645698601,3.451969598,3.506873517,6.168238882,1133545,6.519029779,986942,5.809209863,2120487,2.06226079,2.135772332,1.80571394,1.609175065,1.376170927,1.123250542,1.274884121,0.941011924,8.606605913,1.336232449,34377511,39.805,0.09785575,60.195,2.163635826,15.4227,3.5807,7.1539,1.1517,1.2329,0.7014,6.9989,0.0074,2.2296,0.2289,0.7309,0.1477,0.3987,0.096,0.1993,1.9048,34.5736,22.9457,0.2953,25.6,3.4,35952000,0.0888,4.8669,0.6361,29.4675,0.3402,0.6213,2.0562,2.0858,1.0651,0.0148,0.1183,0.1479,0.6509,0.2219,1.4053,0.0888,5.4142,0.429,45.1331,4.068,1.0799,0.0204,13.9914,0.0255,29.9052,0.9892,3.248,0.8464,6.5725,2.5342,0.6272,0.0816,1.5552,0.3161,0.9994,0.3518,0,0.4844,36.0086,0.0051,1.4175,0.0204,low_gni
africa,mozambique,189080,2006,7.17E-05,94.7503396,6.52158584,88.22875376,504675,2.6,580,80,80,80,85,80,81,20.5,10.1,42.4,51.1,37,80.6,2.530774161,40,100,489,82387,60,39.5,52,13.1,16.70160903,17.75025245,45.30351728,44.08472307,46.5798759,12674956,6309257,6365699,14.62866335,15.43895889,12.75445069,10.76285125,11.23228842,51.34779236,7460379,52.12796724,6905636,50.53076934,14366015,8.860912949,9.160088393,7.208533348,7.430961057,6.063872521,6.123677394,4.870342461,4.689694282,3.916253478,3.356646325,3.37015342,2.622140756,2.831110542,2.304627475,2.338211849,1.982248174,1.905725421,1.628397067,3.348690356,542027,3.787309693,394865,2.889354758,936892,1.500279877,1.220536799,1.092982695,0.840650656,0.685447945,0.494907143,0.508599175,0.33326016,13.39066456,2.759841364,27977863,67.786,2.347628644,32.214,3.632825647,11.591,1.1197,8.8101,0.5537,0.849,0.1846,6.8783,0.0369,2.0795,0.1107,1.1936,0.7014,0.0246,0.849,0.0984,0.8244,38.4152,25.5199,0.16,6,27.9,31166000,0.3688,2.9074,0.1736,21.957,0.1519,0.4556,0.8679,1.3886,0.6943,0.0434,0.0651,0.2821,2.6036,0,14.1679,0.0434,2.148,0.1736,47.1035,3.9705,0.4339,0.1562,8.7767,0,24.9634,0.5467,3.251,0.576,3.0265,1.562,0.4003,0.6248,7.654,0.0098,5.7796,0.2831,0,0.2343,41.2184,0,0.8591,0.0781,low_gni
africa,namibia,147974,3633,0.001477532,67.266778,5.896374502,61.3704035,36152,4.2,5210,92,92,92,85,92,90.6,34.4,16.8,54.5,91,84.6,98.2,0.984469885,100,100,265,3318,84,48.5,73.2,20.3,13.30423235,14.23276303,36.69013311,35.56815066,37.87329084,902148,448885,453263,11.52505226,12.2676698,10.73886606,10.53705027,11.1269498,59.78473502,761806,60.36296732,708199,59.17497502,1470005,10.02890554,10.46367444,8.595038834,8.728112247,7.114264026,7.00500005,6.130223875,5.984518561,5.179225414,4.948411916,4.264358872,3.91648312,3.532132845,3.072056204,2.800303001,2.270661136,2.181464642,1.659107545,3.525131872,51351,4.068882018,35326,2.951734142,86677,1.592023086,1.233802478,1.144969819,0.851445703,0.725094727,0.501509039,0.606794386,0.364976922,11.37285802,2.302676484,2458830,53.34,0.478367602,46.66,4.429761671,16.7373,3.3171,6.802,0.2718,0.6075,0.2798,7.7772,0.0959,4.548,0.2078,0.8792,0.4316,0.4236,0.5915,0.5995,0.1199,33.2667,22.9078,0.1359,15,27.3,2541000,2.4054,6.5173,0.7607,18.7294,0.1028,0.4523,1.1308,2.8577,2.1998,0.2056,0.1645,0.2673,1.6036,0.2673,7.2368,0.2056,5.7155,0.0411,43.4622,5.222,0.4523,0.386,18.3127,0.0483,19.5191,0.3217,2.7586,0.4343,9.6107,4.6244,0.941,0.4745,4.1338,0.3458,5.0828,0.2493,0,0.0402,31.6873,0.0241,0.764,0.2332,mid_gni
asia,nepal,828431,11594,0.000406612,61.84173909,8.977577299,52.86416179,258208,3.7,730,91,91,91,85,90,89.6,45.8,43.5,56,91.6,91.8,90.9,0.647685538,150,100,258,19900,52,31.6,37.5,5.6,9.270407998,10.45590365,32.66410883,30.85729499,34.58610129,9313746,4535167,4778579,10.43149769,11.62400937,11.1553893,10.94698946,11.92065529,61.78875768,9319013,63.40660293,8299248,60.06777997,17618261,9.716995613,9.268436979,8.60388095,7.302276587,7.497930902,6.062177088,6.564026904,5.461082974,5.487075522,5.164502197,4.568807125,4.571955851,3.803894177,4.039916992,3.093896346,3.269705899,3.123105935,3.007070112,5.547133483,843048,5.736102073,738645,5.346118749,1581693,2.398533928,2.168129462,1.613726071,1.587481956,0.978599502,0.980438422,0.745242572,0.610068909,12.50618827,1.195940957,28513700,81.385,0.739897275,18.615,3.214560446,12.1853,3.3076,7.1664,0.4361,0.1563,0.5513,2.7069,0.0082,5.4139,0.1563,0.4525,0.5513,1.1437,0.1975,0.2468,0.5019,37.8147,26.2136,0.6006,3.8,8.7,29996000,0.1395,3.767,0.6278,30.7115,0.1395,0.0872,1.4475,0.872,1.9358,0.0174,0.1046,0.1221,1.9881,0.9069,2.7206,0.0698,0.9069,0.1744,46.2156,4.918,1.5347,0.0407,8.5877,0.0271,28.0559,0.3934,0.5698,0.6105,3.1407,3.7648,0.6919,0.1628,5.0943,1.1328,2.4556,0.1018,0.0068,0.156,41.4055,0.0068,3.4866,0.0271,low_gni
europe,netherlands,3183134,21392,0.001263069,53.26548811,27.94101704,25.32447107,87421,5.5,48940,95,94,96,95,95,95,97.7,99.9,97.5,100,100,100,0.011515464,8700,100,7,682,112,0,0,0,5.048471412,5.40675183,16.52327168,15.97803363,17.07653692,2798467,1362949,1435518,5.25246463,5.623104754,5.677097588,5.680229809,6.054191676,65.24625894,5479383,64.23555099,5571063,66.27184688,11050446,5.865535282,6.238451753,5.937517707,6.224845625,5.8407356,6.02452722,5.858684282,5.974316676,6.702682906,6.802612091,7.665494762,7.86154508,7.539009348,7.776837107,6.884515954,7.016048566,6.261145339,6.29847109,18.23046939,1687809,19.78641538,1399798,16.6516162,3087607,6.242692218,6.203704343,4.487229044,4.253552057,3.483205606,2.968493062,5.573288514,3.225866739,6.046680331,0.423129432,16936520,9.504,-5.560051042,90.496,1.072774581,30.1494,6.6484,1.2702,1.4787,0.7451,0.3475,10.8567,0,10.3934,0.027,0.3591,0.0309,0.1235,0.0849,0.0541,1.498,19.8525,15.8449,0.2355,23.1,2.5,17467000,2.2164,16.5307,2.3549,11.4822,0.8465,0.7234,2.6936,5.7411,6.7877,0,0.0616,0.1847,0.2309,0.1693,2.2626,0.1231,6.5877,0.6772,33.477,5.5872,1.2621,0.3823,32.7073,0.0573,10.9008,2.1075,3.264,0.9319,13.3333,13.7921,0.1481,0.1864,0.4731,0.1625,1.6487,0.3393,0.0048,0.5926,17.2903,0.043,1.6296,0,high_gni
oceania,new zealand,14120,51,1.11E-05,54.00824581,22.88793694,31.12030887,28877,7.3,40080,92,92,92,93,92,92.2,73.56153846,67.43333333,79.48525641,100,100,100,0.021991303,4500,47,11,342,112,9.441721854,14.75231788,2.777124183,6.495845432,7.156402965,20.20690618,19.2643786,21.19299289,928649,452665,475984,6.541453043,7.19553319,6.227080124,6.476799071,7.15527334,64.93159143,1531318,65.16943271,1452743,64.68275826,2984061,6.894177817,7.353680749,6.291302205,6.257989276,6.224488782,6.005630957,5.948338151,5.662495939,7.220600474,6.784936942,6.884503475,6.609076857,7.353536296,7.120480877,6.378198525,6.276966983,5.49748791,5.456226337,14.8615024,365766,15.56618869,317224,14.12424886,682990,5.087624055,5.091402511,3.67447913,3.590627362,2.673314322,2.451241978,4.130771188,2.990977004,6.841056733,1.889045125,4595700,13.716,1.648649569,86.284,1.927312501,34.1264,13.9753,1.3271,1.2111,0.6485,0.3049,13.9409,0,4.2948,0.0601,2.0228,0.0773,0.0859,0.0687,0.0945,1.3357,15.8736,10.2689,0.2835,32,2.5,4987000,1.6474,15.1117,4.562,14.4781,0.6336,0.6653,1.6632,6.8747,2.2968,0,0.095,0.8871,0.5227,0.1109,1.5524,0.1267,8.8706,0.5544,34.8804,3.3581,1.1088,0.3023,28.5384,0.1539,14.1043,1.6765,3.6498,0.6651,18.0949,4.4303,0.5222,1.2917,1.1983,0.1154,1.1763,0.3463,0.0055,0.5497,21.4533,0.011,1.693,0,high_gni
north america,nicaragua,13563,217,3.57E-05,54.12985765,7.83805249,46.29180516,57689,9.2,1940,98,98,98,99,99,98.4,67.9,55.7,76.5,87,69.4,99.3,0.370522099,270,100,150,2662,84,7.3,14.2,2.5,9.60072424,10.32217435,30.03428788,28.8142996,31.28930781,1826695,888650,938045,9.731590738,10.57831408,9.481984618,9.472549001,10.38294875,64.88035578,2021945,65.56116469,1924099,64.17999762,3946044,9.391746397,10.05442677,9.114417072,9.445415286,8.449449249,8.376960033,7.25517897,6.810301494,6.080460847,5.454318635,4.933692903,4.317317067,4.189608565,3.64229431,3.747755798,3.254565668,2.926305885,2.441449606,5.085356341,173464,5.624535717,135829,4.530694573,309293,1.702529037,1.426830729,1.460153648,1.233933728,1.070926334,0.898940718,1.390926698,0.970989399,10.38881938,1.126323245,6082032,41.221,0.352985214,58.779,1.672245574,17.9935,2.3309,9.2369,1.008,0.4174,0.1339,7.6069,0.1102,6.5123,0.1102,1.9214,0.4646,0.0079,0.1024,0.4252,0.0315,32.0104,19.3952,0.1811,21.8,17,6596000,0.6658,6.3344,0.5136,25.0904,0.3614,0.2283,1.2174,2.4729,2.6441,0.2663,0.1141,0.5707,2.3778,0,0.856,0.1141,7.8181,0,43.6751,4.1469,0.5326,0.0907,16.6679,0.0302,23.8869,1.1188,1.217,0.4158,7.5894,5.9264,0.7786,0.9902,6.1607,0.0076,0.4611,0.0832,0,0.0076,33.3359,0.0076,0.8542,0.3704,low_gni
africa,niger,7405,275,1.38E-05,112.9728005,5.494844921,107.4779555,446755,2.2,390,65,65,65,73,65,66.6,10.9,4.6,37.9,58.2,48.6,100,4.369930371,23,100,553,87967,98,72.8,86.3,14.3,20.58015403,21.07357001,50.46557838,49.78709651,51.13329089,10042206,4913969,5128237,16.24472832,16.72164804,12.96221415,10.3453761,10.1281414,46.95435276,4681635,47.43314693,4661868,46.48315835,9343503,8.080991169,7.160882447,6.43192757,5.786080682,5.324031038,4.901589416,4.494271256,4.439117752,3.696152925,3.609167472,3.033192114,2.935651109,2.530890434,3.268121791,1.985873304,2.512764036,1.51044102,1.741642242,2.580068867,274361,2.779756564,239050,2.383550758,513411,1.227593006,1.144533114,0.85339715,0.697646013,0.45738764,0.350488152,0.241378769,0.190883479,13.33807285,4.026868931,19899120,81.268,3.703769099,18.732,5.440840744,10.9769,2.6573,12.436,0.058,0.1353,0.2416,3.6332,0.0097,4.3193,0.1836,13.4216,1.4398,0.3479,0.0483,0.029,0,39.0279,10.5904,0.4445,4.7,16.5,24189000,0.0194,3.4122,0.4847,31.0585,0.0194,0.0775,0.8337,1.0857,1.6479,0.0194,0.1163,3.2571,6.3009,0.1357,0.6979,0.0194,0.6786,0,46.5878,1.8806,1.6673,0.0061,7.6195,0.0244,22.2968,0.0427,0.3602,0.2686,3.1321,3.474,0.5922,4.1028,13.1876,0.1587,0.2625,0.0549,0,0,42.3774,0,2.0209,0.0183,low_gni
africa,nigeria,241513,3030,1.66E-05,87.70842622,5.137053492,82.57137273,3236347,2.3,2820,56,56,56,54,55,55.4,29,25.4,32.8,68.5,57.3,80.8,4.508853294,22,50,814,750111,84,25.1,33.8,15.5,16.97064629,17.17359233,43.98916681,43.71321369,44.25507994,80149125,39085301,41063824,14.45390521,14.6179766,12.28866219,10.2604216,10.4103258,53.27411348,47727778,53.37900707,49338702,53.17303623,97066480,8.63951211,8.74493784,7.474291326,7.5385776,6.492841333,6.540061074,5.448806489,5.463623632,4.408791195,4.38528079,3.535487654,3.446777876,2.918199423,2.790820459,2.364763196,2.203296837,1.835892745,1.649334323,2.736719707,2599933,2.907779239,2386424,2.571883829,4986357,1.357375144,1.227760418,0.884336611,0.782823817,0.454779445,0.388370598,0.211288039,0.172928996,12.46351101,2.628044353,182201962,52.224,1.043694819,47.776,4.389106777,5.0182,0.8078,7.1082,0.5755,0.5957,0.3433,2.4838,0.0101,0.4645,0.0909,4.3922,0.4241,0.4746,1.2621,0.0404,0.2322,44.9818,30.1494,0.5452,7.8,13.4,206140000,1.2178,1.6237,0.1421,21.5953,0.1624,0.345,1.441,0.6901,0.2233,0.0203,0.0406,1.2381,1.9687,0.4059,12.259,0.0203,1.6034,0.1827,48.3864,5.3379,1.096,0.456,6.3757,0.0089,24.4299,0.6349,2.3786,0.7154,2.4323,0.5991,0.3219,3.0135,5.723,0.5097,5.9734,0.0179,0,0.2236,43.6287,0,2.5306,0.0268,low_gni
europe,north macedonia,225049,7960,0.003829771,41.39453471,17.42379251,23.9707422,12015,10.3,5140,91,92,89,89,92,90.6,90.9,82.6,97.2,99.4,98.9,99.8,0.01177133,8500,100,8,135,270,0.7,1.6,0,5.386936041,5.713139709,16.95308963,16.45674519,17.45382496,352362,171776,180586,5.238823801,5.556275069,5.830985349,6.382047187,6.746822597,70.72409143,726760,69.62616509,743207,71.83173054,1469967,7.048743872,7.466969507,7.291605792,7.718648818,7.735271886,8.166916349,7.36834441,7.694196105,7.034181737,7.306528778,7.131518112,7.331948002,6.733262886,6.780263857,6.558134054,6.569467936,6.343055155,6.049968588,12.32281894,145267,13.91708972,110857,10.7144445,256124,4.63650708,3.986758807,3.622905855,2.887159909,2.889050903,2.110375489,2.768625881,1.730150292,6.184410187,0.136155385,2078453,42.896,-0.038576051,57.104,0.26761309,19.642,7.1263,1.9013,0.7305,0.2371,0.4112,6.5409,0.0435,4.8476,0.15,2.0174,0.1355,0.4886,0.0774,1.7078,1.1708,30.3628,21.6642,0.745,23.9,3.2,2080000,0.9837,9.4365,2.1841,16.6889,0.3501,0.1834,2.1507,2.9843,3.5178,0.1334,0.1834,0.8003,0.7836,0.3334,1.8673,0.7669,6.3021,0.4335,40.5802,6.6022,2.7342,0.2603,20.409,0.0558,17.4032,1.0226,0.9854,0.9173,8.3173,9.0796,0.9482,1.159,1.8903,0.4648,1.6362,0.9049,0,0.3967,29.5941,0.0248,4.3694,0.1611,mid_gni
europe,norway,394259,1305,0.000251159,52.21039452,24.8604131,27.34998143,29699,6,93820,95,87.34868421,95,95,95,93.46973684,98.1,98.3,98,100,100,100,0.008699159,11500,88.875,5,160,105.4117647,0,0,0,5.926540593,6.151583128,17.96854595,17.66845323,18.26422087,933631,455616,478016,5.957899792,6.182023496,5.784012841,6.135421472,6.416783882,65.69853542,1661371,64.42679754,1752273,66.95155143,3413644,6.68418812,6.978654406,6.78139777,6.915602079,6.545991107,6.909734974,6.298906913,6.644953299,7.103651239,7.448022786,7.097619137,7.487111419,6.289240083,6.571652588,6.074752442,6.150249695,5.415629255,5.428786302,16.33291863,461709,17.90474924,386937,14.7842277,848646,5.820244122,5.731285079,3.875857786,3.584267625,2.85995121,2.34600374,5.348696119,3.122671255,5.930614248,1.135948168,5195921,19.527,-0.212073913,80.473,1.465807399,27.2211,6.4445,1.9601,1.0645,1.5545,0.4055,10.6992,0.3244,7.4043,0.0541,1.7032,0.0912,0.0473,0.0473,1.6796,0.8888,22.7806,15.4642,0.1656,25,2.5,5387000,1.7142,15.5904,2.5713,14.0092,0.665,1.5516,1.862,5.6746,5.0392,1.1822,0.0739,0.8867,0.8275,0.0591,1.4334,0.9901,4.1673,0.4286,34.4318,5.9997,0.8423,0.3223,29.2815,0.3132,11.9831,1.6431,6.7042,0.6763,10.4943,9.7681,0.3586,1.1075,1.6704,0.0545,1.044,1.0894,0,0.3677,20.7208,0.1135,1.1983,1.0894,high_gni
asia,oman,305489,4116,0.000916593,30.04213842,3.356449472,26.68568895,39049,14.8,16920,99,99,99,99,99,99,96.7,94.7,97.3,93.4,86.1,95.5,0.053938541,1900,100,17,935,50,3.3,5.3,2.7,12.41175093,6.635204744,20.52080139,30.01189221,15.7032418,921495,453754,467741,10.04627247,5.184099923,7.553868805,7.39579103,4.510366689,76.89815102,1005606,66.51211643,2447537,82.16997294,3453143,11.71528275,10.30635927,12.66427852,18.46317112,10.86146434,17.31163385,8.451803476,10.3694756,4.672686409,7.663228729,3.668396483,5.844605585,2.91279795,3.442894998,2.267192446,2.547751028,1.902423021,1.710486073,2.581047584,52554,3.475991359,63349,2.12678526,115903,1.361386957,0.885777239,0.996088402,0.663292181,0.503137083,0.346468356,0.615378917,0.231247484,3.883937129,5.834030073,4490541,22.359,3.784410643,77.641,6.432153628,23.6146,2.3712,3.7744,1.4422,0.929,0.7926,9.0171,0.0325,9.6407,0.2144,1.1174,0.1689,0.7276,0.039,1.0979,0.6107,26.3821,17.4495,0.5782,22.9,6.8,4713000,0.0853,10.0478,0.5629,19.7544,0.5288,0.7847,6.8918,3.3095,4.7083,0.1024,0.1365,0.3241,0.6482,0.5118,0.8188,0.3753,4.5036,0.1876,39.9522,4.06,1.7059,0.0294,24.7856,0.0294,16.4454,1.4155,4.5695,2.4257,9.462,8.6221,0.6872,0.2819,1.439,0.5697,0.6402,0.3759,0,0.1762,25.2203,0.0059,2.6724,0.1468,high_gni
asia,pakistan,1295933,28933,0.000153146,65.29531816,7.425695341,57.86962282,2437120,8.1,1440,72,72,72,61,72,69.8,63.5,51.1,83.1,91.4,89.9,93.9,0.693444091,140,100,178,431568,84,13.3,21.4,0.6,12.92147686,13.180968,35.00983783,34.62964371,35.36974079,66142292,31815144,34327148,11.5338897,11.73928351,10.17427715,10.15000005,10.28582804,60.49778125,55934402,60.88259139,58360955,60.13350863,114295357,9.719253421,9.675878583,8.947293964,8.831037219,7.417964824,7.280166242,6.132904455,6.021210027,5.113650297,5.016568231,4.446566538,4.341331292,3.801261859,3.698708726,2.999409911,2.912218374,2.154286071,2.070561891,4.492380924,4123025,4.487764906,4364200,4.496750582,8487225,1.716652732,1.694129814,1.31826941,1.310046192,0.820307946,0.832248154,0.632534818,0.660326422,10.44948928,2.075426376,188924874,61.242,1.335218332,38.758,3.256323046,24.8245,8.9701,4.2124,0.6203,0.0818,0.1227,3.4967,0.0068,11.5125,0.1431,1.0906,0.2726,0.2249,0.0341,0.0204,0.1909,25.1789,18.8603,0.075,7.8,20.3,220940000,0,11.474,2.514,23.3348,0.2793,0.0645,0.6446,1.5471,6.9618,0.0215,0.1289,0.6446,1.3537,0.2793,0.7091,0.1289,5.2213,0.1289,38.5045,5.2858,0.4942,0,21.0264,0.0604,20.8679,0.7472,0.4151,0.2868,4.483,14.6868,0.634,2.3547,2.9509,0.4075,0.566,0.3019,0.0226,0.1057,28.9736,0.1132,0.9358,0.0226,low_gni
north america,panama,495920,7428,0.00189049,53.36680557,11.70538236,41.66142321,36303,9.8,12050,73,73,73,90,72,76.2,75,58,83.5,94.7,88.6,97.7,0.239530168,420,100,94,1277,98,3.4,8.6,0.8,9.201536592,9.550092906,27.16456345,26.68335884,27.64324226,1067334,522834,544500,8.895984028,9.225176927,8.585838223,8.621716535,8.859037233,65.20315764,1276904,65.16807943,1285020,65.23805172,2561924,8.102986576,8.276625341,7.864852575,7.982373308,7.484175011,7.589377278,7.215266298,7.24308792,6.823411849,6.799882218,6.087319543,6.015413202,5.238233521,5.120574289,4.308765791,4.138820352,3.421351729,3.212860581,7.632278913,159663,8.148561729,140220,7.118706022,299883,2.656730297,2.446058871,2.040980892,1.827246236,1.489281673,1.281438159,1.961568867,1.563962757,8.867972423,1.580347373,3929141,33.408,0.686311228,66.592,2.031897809,25.9557,9.1864,3.8355,0.8991,0.8614,0.5722,9.1046,0.132,5.7281,0.1823,1.4273,0.1509,0.0377,0.0566,1.0375,0.4339,24.0317,16.2412,0.1258,22.5,10,4283000,1.8134,10.7042,2.3063,21.2852,0.3873,0.5986,2.3944,3.9613,3.257,0.3697,0.1937,0.6514,0.8803,0.0352,0.6866,0.3521,6.1972,0.1408,39.2958,4.0317,0.4577,0.4278,26.5459,0.1006,16.5629,1.0316,3.1075,0.9058,13.7447,7.3725,1.1889,1.3776,2.0759,0.0315,0.4466,0.3208,0.0126,0.1258,23.4447,0.0315,0.6605,0.4781,mid_gni
south america,paraguay,466101,16624,0.002503945,56.62760289,9.429708207,47.19789468,65153,9.7,4220,93,93,87,83,89,89,88.6,78.4,95.5,98,94.9,100,0.36827506,270,50,132,2780,63,0,0,0,10.10068205,10.19543347,30.13382942,30.00201529,30.26176522,2000622,981065,1019557,10.04786855,10.12336731,9.853464697,10.26484122,10.36230168,63.84570673,2080251,63.6162969,2158544,64.06836669,4238795,9.78049827,9.855968581,9.094687243,9.144092563,7.941689243,8.009940857,6.291443081,6.392399691,5.035233977,5.073066427,4.632144922,4.621287539,4.072786611,4.080910005,3.521195891,3.54005757,2.981776436,2.988341784,6.020463847,208681,6.381687812,191025,5.66986809,399706,2.212784905,2.163736233,1.630337887,1.504841315,1.20312037,1.033057238,1.33544465,0.968233304,9.942964436,1.31304732,6639123,40.334,0.695137121,59.666,1.732925852,19.8084,3.8811,4.9807,1.5622,0.1742,0.3974,10.2335,0.0272,3.7069,0.2558,2.0576,0.2123,0.0218,0.5552,0.5334,0.0163,30.1889,21.2672,0.1198,19,10.7,7255000,1.8252,9.3813,1.1863,15.8241,0.7848,0.146,1.1316,4.5811,2.3362,0.0913,0.3285,0.8213,1.4054,0.0183,7.1181,0.4745,5.0192,0,40.6279,6.2968,0.6023,0.4165,23.353,0.1458,15.4044,2.2839,0.8678,0.6178,13.2107,4.665,2.1798,1.201,3.5196,0.0347,1.8813,2.5824,0,0.0069,26.6435,0.0069,0.8469,0.1319,mid_gni
